 6.87376600e+00 1.16533333e+01
 7.09661300e+00 3.05500000e+01
 8.10157200e+00 4.38500000e+01
 8.76223700e+00 5.16600000e+01
 9.90117100e+00 4.64066667e+01
 9.64146700e+00 3.71400000e+01
 9.10763900e+00 3.00066667e+01
 8.50817900e+00 1.91233333e+01
 7.30922700e+00 1.75833333e+01
 7.11842600e+00 1.49900000e+01
 6.69661500e+00 8.85000000e+00
 5.79651900e+00 6.25000000e+00
 5.01544800e+00 8.96333333e+00
 5.55697500e+00 9.41666667e+00
 5.53865900e+00 1.19200000e+01
 6.20476100e+00 1.29900000e+01
 6.73603900e+00 1.49333333e+01
 6.98472400e+00 4.29366667e+01
 1.21112400e+01 8.78633333e+01
 1.04860500e+01 6.46833333e+01
 9.37561900e+00 4.96133333e+01
 9.27847100e+00 3.53900000e+01
 8.87664400e+00 2.69166667e+01
 8.23601200e+00 1.93366667e+01
 7.06100600e+00 1.51900000e+01
 6.46892400e+00 1.27600000e+01
 5.20336200e+00 3.60333333e+00
 4.58683600e+00 3.34333333e+00
 4.28596000e+00 2.70000000e+00
 4.20350300e+00 3.01666667e+00
 4.63083200e+00 1.45333333e+00
 4.42410400e+00 1.71666667e+00
 4.42540300e+00 2.48666667e+00
 4.57115000e+00 4.45666667e+00
 4.72360100e+00 1.83666667e+00
 5.97490500e+00 1.06466667e+01
 5.87119600e+00 1.94466667e+01
 7.28224900e+00 3.34533333e+01
 8.70010200e+00 4.06400000e+01
 9.12040600e+00 4.24666667e+01
 9.16347100e+00 4.32300000e+01
 9.63020700e+00 5.64166667e+01
 1.03389100e+01 6.00000000e+01
 1.07162800e+01 5.95033333e+01
 1.01172800e+01 4.75600000e+01
 9.43178800e+00 3.94466667e+01
 8.55677700e+00 2.68733333e+01
 7.62708900e+00 2.62733333e+01
 8.14203900e+00 2.78933333e+01
 7.95770200e+00 3.26066667e+01
 8.58378700e+00 4.09466667e+01
 9.73529500e+00 6.61533333e+01
 1.14337500e+01 7.21633333e+01
 1.07664900e+01 4.78433333e+01
 7.97807200e+00 3.83733333e+01
 9.22929500e+00 4.54033333e+01
 9.43951900e+00 4.00833333e+01
 8.91980500e+00 3.70800000e+01
 8.79446000e+00 4.29166667e+01
 9.35893900e+00 4.80600000e+01
 9.56921100e+00 4.94300000e+01
 9.73029100e+00 5.86466667e+01
 1.42012000e+01 9.36600000e+01
 1.28999600e+01 9.14800000e+01
 1.34159700e+01 9.91400000e+01
 1.40067900e+01 9.96066667e+01
 1.45794900e+01 9.88466667e+01
 1.37488500e+01 9.95266667e+01
 1.42454500e+01 9.58333333e+01
 1.28796600e+01 8.70466667e+01
 1.19729200e+01 7.74166667e+01
 1.18050400e+01 7.97333333e+01
 1.18540200e+01 7.20366667e+01
 1.11894900e+01 6.36800000e+01
 1.03848800e+01 5.75566667e+01
 1.01796400e+01 5.62833333e+01
 1.01086000e+01 5.96133333e+01
 1.05940700e+01 6.07866667e+01
 1.02343300e+01 4.99466667e+01
 9.46940000e+00 4.33266667e+01
 9.30281800e+00 4.41800000e+01
