 4.55007500e+00 5.08666667e+00
 4.27425100e+00 3.09666667e+00
 4.99722800e+00 6.30666667e+00
 4.66741700e+00 3.22000000e+00
 4.68526800e+00 2.00333333e+00
 4.50199000e+00 2.96333333e+00
 4.28862200e+00 1.55000000e+00
 4.56279400e+00 4.14666667e+00
 4.25822800e+00 1.90666667e+00
 4.26408200e+00 2.33333333e+00
 4.15796800e+00 3.04333333e+00
 4.13227300e+00 1.88000000e+00
 4.14295500e+00 3.17666667e+00
 4.45028000e+00 4.04333333e+00
 4.20781700e+00 5.79000000e+00
 4.28504500e+00 4.10333333e+00
 3.74886000e+00 2.31333333e+00
 4.09389200e+00 3.29000000e+00
 4.29648100e+00 1.81000000e+00
 4.75367500e+00 1.47333333e+00
 5.39868600e+00 4.24000000e+00
 5.14149900e+00 9.24333333e+00
 7.01797300e+00 2.60600000e+01
 4.45650300e+00 2.21333333e+00
 4.65288500e+00 4.36666667e+00
 4.58394900e+00 2.32333333e+00
 6.74370500e+00 7.92666667e+00
 5.66628100e+00 4.72666667e+00
 5.52934000e+00 5.13666667e+00
 5.11144200e+00 7.48333333e+00
 5.18174100e+00 6.52666667e+00
 4.67643100e+00 4.05000000e+00
 4.18922800e+00 2.32666667e+00
 4.58215300e+00 1.67333333e+00
 4.66595700e+00 2.18333333e+00
 4.77285700e+00 2.55666667e+00
 4.59978000e+00 1.11333333e+01
 5.22004300e+00 5.83000000e+00
 4.57605800e+00 3.11333333e+00
 4.15607500e+00 2.92666667e+00
 5.60419400e+00 1.50700000e+01
 5.21021100e+00 5.56666667e+00
 5.50667700e+00 3.97333333e+00
 4.98752400e+00 7.47333333e+00
 5.44598500e+00 9.71666667e+00
 4.80373300e+00 1.03100000e+01
 5.48295500e+00 1.48466667e+01
 7.23769200e+00 2.11766667e+01
 7.57353400e+00 1.98633333e+01
 8.04817800e+00 4.26200000e+01
 9.56868100e+00 5.91000000e+01
 9.99977900e+00 6.32066667e+01
 1.01032500e+01 7.34433333e+01
 9.51815800e+00 6.31133333e+01
 9.76840000e+00 5.31700000e+01
 9.41815500e+00 6.26133333e+01
 1.00807800e+01 6.52166667e+01
 1.00408200e+01 6.58800000e+01
 1.02831100e+01 6.21500000e+01
 1.00392700e+01 5.71333333e+01
 1.01202500e+01 5.90100000e+01
 9.58547400e+00 6.36933333e+01
 9.44291900e+00 6.37800000e+01
 9.96054800e+00 6.16433333e+01
 8.96968700e+00 5.48033333e+01
 9.25426800e+00 5.24500000e+01
 9.06696400e+00 5.59700000e+01
 9.12414300e+00 4.75766667e+01
 8.70419200e+00 4.72166667e+01
 8.45780000e+00 4.32800000e+01
 8.00334900e+00 3.22333333e+01
 7.65834900e+00 2.88866667e+01
 6.78584000e+00 2.44333333e+01
 6.54312100e+00 3.03500000e+01
 6.64731100e+00 2.04166667e+01
 6.95845200e+00 2.60966667e+01
 6.95484400e+00 2.65400000e+01
 7.27034800e+00 2.73333333e+01
 7.45345000e+00 2.67466667e+01
 7.47385200e+00 2.52100000e+01
 7.72507100e+00 2.53300000e+01
 6.63897000e+00 2.31266667e+01
 7.10724700e+00 2.56533333e+01
 7.18524500e+00 2.53200000e+01
 7.04742100e+00 2.49533333e+01
 6.72301500e+00 2.33000000e+01
 6.28955900e+00 1.93700000e+01
 6.00411200e+00 1.81000000e+01
 6.22618900e+00 1.88466667e+01
 6.11019400e+00 1.90900000e+01
 5.90199100e+00 1.45466667e+01
 5.89480600e+00 1.27533333e+01
 5.92717300e+00 9.88666667e+00
 5.66695500e+00 7.15333333e+00
 4.30260800e+00 8.03000000e+00
 4.11907300e+00 2.11666667e+00
 4.30761200e+00 3.80666667e+00
 4.46819500e+00 5.52000000e+00
 5.38915800e+00 1.26866667e+01
 4.27097900e+00 7.12333333e+00
 5.37558900e+00 4.94666667e+00
 6.02940600e+00 1.16866667e+01
 4.82889800e+00 5.58000000e+00
 5.35462600e+00 4.43000000e+00
 5.98608400e+00 9.94000000e+00
 6.33761200e+00 1.54000000e+01
 5.82774700e+00 8.68333333e+00
 6.08653700e+00 9.02666667e+00
 6.03035200e+00 9.08666667e+00
 6.00136900e+00 1.55000000e+01
 5.23212000e+00 1.18500000e+01
 6.98222200e+00 2.21833333e+01
 7.30071000e+00 2.68633333e+01
 6.32345000e+00 1.46800000e+01
 5.36643100e+00 1.01933333e+01
 5.00970600e+00 9.73000000e+00
 7.70457400e+00 1.71966667e+01
 8.90472800e+00 4.60433333e+01
 1.01142000e+01 5.92466667e+01
 9.25065900e+00 4.11266667e+01
